InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536493,29772,FRIJOL CARGAMANTO,1,2023-01-06 01:44:00,3.43,14646.0,Colombia
536493,87914,ARROZ,4,2023-01-06 01:44:00,1.65,15619.0,Colombia
536494,94537,HARINA DE MAÍZ,2,2023-01-02 18:20:00,2.76,,Colombia
536494,87297,QUESO MUZZARELLA,4,2023-01-02 18:20:00,4.69,13105.0,Colombia
536495,94537,HARINA DE MAÍZ,2,2023-01-04 04:00:00,2.76,13517.0,Colombia
536495,28930,AZÚCAR,1,2023-01-04 04:00:00,4.9,13039.0,Colombia
536495,87297,QUESO MUZZARELLA,3,2023-01-04 04:00:00,4.69,15827.0,Colombia
536496,26907,CAFÉ,4,2023-01-01 14:54:00,2.36,17209.0,Colombia
536496,95931,LECHE,1,2023-01-01 14:54:00,2.18,13629.0,Colombia
536496,28930,AZÚCAR,2,2023-01-01 14:54:00,4.9,14036.0,Colombia
536496,49806,HUEVOS,2,2023-01-01 14:54:00,4.6,15575.0,Colombia
536497,26907,CAFÉ,2,2023-01-02 23:03:00,2.36,16520.0,Colombia
536497,95931,LECHE,3,2023-01-02 23:03:00,2.18,13166.0,Colombia
536497,28930,AZÚCAR,1,2023-01-02 23:03:00,4.9,14867.0,Colombia
536498,95931,LECHE,2,2023-01-02 10:09:00,2.18,14741.0,Colombia
536498,29772,FRIJOL CARGAMANTO,3,2023-01-02 10:09:00,3.43,14094.0,Colombia
536498,87914,ARROZ,1,2023-01-02 10:09:00,1.65,14472.0,Colombia
536498,28930,AZÚCAR,4,2023-01-02 10:09:00,4.9,17092.0,Colombia
536498,26907,CAFÉ,1,2023-01-02 10:09:00,2.36,16424.0,Colombia
536499,26907,CAFÉ,2,2023-01-08 03:15:00,2.36,13123.0,Colombia
536499,94537,HARINA DE MAÍZ,5,2023-01-08 03:15:00,2.76,16971.0,Colombia
536499,29772,FRIJOL CARGAMANTO,4,2023-01-08 03:15:00,3.43,13962.0,Colombia
536499,87297,QUESO MUZZARELLA,2,2023-01-08 03:15:00,4.69,15155.0,Colombia
536500,94537,HARINA DE MAÍZ,5,2023-01-05 20:35:00,2.76,14312.0,Colombia
536500,87297,QUESO MUZZARELLA,1,2023-01-05 20:35:00,4.69,15517.0,Colombia
536500,49806,HUEVOS,2,2023-01-05 20:35:00,4.6,17347.0,Colombia
536501,95931,LECHE,4,2023-01-05 14:19:00,2.18,12479.0,Colombia
536501,94537,HARINA DE MAÍZ,4,2023-01-05 14:19:00,2.76,14181.0,Colombia
536501,28930,AZÚCAR,3,2023-01-05 14:19:00,4.9,12890.0,Colombia
536501,87297,QUESO MUZZARELLA,3,2023-01-05 14:19:00,4.69,12641.0,Colombia
536502,95931,LECHE,2,2023-01-06 06:07:00,2.18,16655.0,Colombia
536502,31048,ACEITE DE GIRASOL,4,2023-01-06 06:07:00,3.02,12382.0,Colombia
536502,87297,QUESO MUZZARELLA,4,2023-01-06 06:07:00,4.69,12050.0,Colombia
536502,87914,ARROZ,2,2023-01-06 06:07:00,1.65,16921.0,Colombia
536502,94537,HARINA DE MAÍZ,3,2023-01-06 06:07:00,2.76,13311.0,Colombia
536503,26907,CAFÉ,3,2023-01-03 09:27:00,2.36,14653.0,Colombia
536503,29772,FRIJOL CARGAMANTO,1,2023-01-03 09:27:00,3.43,13239.0,Colombia
536504,31048,ACEITE DE GIRASOL,1,2023-01-02 00:37:00,3.02,12873.0,Colombia
536504,87297,QUESO MUZZARELLA,3,2023-01-02 00:37:00,4.69,13221.0,Colombia
536505,26907,CAFÉ,5,2023-01-06 14:20:00,2.36,13141.0,Colombia
536505,95931,LECHE,1,2023-01-06 14:20:00,2.18,14381.0,Colombia
536505,28930,AZÚCAR,1,2023-01-06 14:20:00,4.9,15759.0,Colombia
536505,87297,QUESO MUZZARELLA,2,2023-01-06 14:20:00,4.69,14624.0,Colombia
536506,31048,ACEITE DE GIRASOL,3,2023-01-05 03:37:00,3.02,13715.0,Colombia
536506,29772,FRIJOL CARGAMANTO,4,2023-01-05 03:37:00,3.43,14817.0,Colombia
536506,87914,ARROZ,1,2023-01-05 03:37:00,1.65,17198.0,Colombia
536507,26907,CAFÉ,2,2023-01-07 08:29:00,2.36,15746.0,Colombia
536507,31048,ACEITE DE GIRASOL,2,2023-01-07 08:29:00,3.02,14541.0,Colombia
536507,29772,FRIJOL CARGAMANTO,3,2023-01-07 08:29:00,3.43,15916.0,Colombia
536507,87914,ARROZ,2,2023-01-07 08:29:00,1.65,17348.0,Colombia
536508,95931,LECHE,3,2023-01-07 11:06:00,2.18,12564.0,Colombia
536508,28930,AZÚCAR,3,2023-01-07 11:06:00,4.9,17044.0,Colombia
536508,65719,PAN TAJADO,2,2023-01-07 11:06:00,3.39,17653.0,Colombia
536508,26907,CAFÉ,1,2023-01-07 11:06:00,2.36,14642.0,Colombia
536508,49806,HUEVOS,5,2023-01-07 11:06:00,4.6,15544.0,Colombia
536509,31048,ACEITE DE GIRASOL,5,2023-01-04 00:42:00,3.02,15326.0,Colombia
536509,29772,FRIJOL CARGAMANTO,4,2023-01-04 00:42:00,3.43,13720.0,Colombia
536509,87914,ARROZ,1,2023-01-04 00:42:00,1.65,16082.0,Colombia
536510,31048,ACEITE DE GIRASOL,3,2023-01-02 06:01:00,3.02,17359.0,Colombia
536510,29772,FRIJOL CARGAMANTO,5,2023-01-02 06:01:00,3.43,15473.0,Colombia
536510,87914,ARROZ,5,2023-01-02 06:01:00,1.65,17876.0,Colombia
536511,95931,LECHE,3,2023-01-04 03:02:00,2.18,17967.0,Colombia
536511,29772,FRIJOL CARGAMANTO,3,2023-01-04 03:02:00,3.43,13257.0,Colombia
536511,28930,AZÚCAR,1,2023-01-04 03:02:00,4.9,12677.0,Colombia
536511,26907,CAFÉ,1,2023-01-04 03:02:00,2.36,17571.0,Colombia
536511,94537,HARINA DE MAÍZ,2,2023-01-04 03:02:00,2.76,16189.0,Colombia
536512,95931,LECHE,5,2023-01-03 22:40:00,2.18,17958.0,Colombia
536512,29772,FRIJOL CARGAMANTO,1,2023-01-03 22:40:00,3.43,14171.0,Colombia
536512,28930,AZÚCAR,1,2023-01-03 22:40:00,4.9,16565.0,Colombia
536512,65719,PAN TAJADO,2,2023-01-03 22:40:00,3.39,12986.0,Colombia
536512,26907,CAFÉ,1,2023-01-03 22:40:00,2.36,16919.0,Colombia
536513,94537,HARINA DE MAÍZ,5,2023-01-02 09:00:00,2.76,13672.0,Colombia
536513,87914,ARROZ,2,2023-01-02 09:00:00,1.65,13972.0,Colombia
536514,95931,LECHE,1,2023-01-06 19:31:00,2.18,13033.0,Colombia
536514,31048,ACEITE DE GIRASOL,1,2023-01-06 19:31:00,3.02,15578.0,Colombia
536514,87914,ARROZ,4,2023-01-06 19:31:00,1.65,16897.0,Colombia
536515,95931,LECHE,5,2023-01-02 23:40:00,2.18,17021.0,Colombia
536515,94537,HARINA DE MAÍZ,5,2023-01-02 23:40:00,2.76,13227.0,Colombia
536515,28930,AZÚCAR,2,2023-01-02 23:40:00,4.9,17265.0,Colombia
536515,65719,PAN TAJADO,2,2023-01-02 23:40:00,3.39,15594.0,Colombia
536516,26907,CAFÉ,2,2023-01-02 00:13:00,2.36,12889.0,Colombia
536516,31048,ACEITE DE GIRASOL,2,2023-01-02 00:13:00,3.02,17797.0,Colombia
536516,29772,FRIJOL CARGAMANTO,1,2023-01-02 00:13:00,3.43,14736.0,Colombia
536516,87914,ARROZ,4,2023-01-02 00:13:00,1.65,16985.0,Colombia
536517,26907,CAFÉ,3,2023-01-05 10:29:00,2.36,12705.0,Colombia
536517,95931,LECHE,5,2023-01-05 10:29:00,2.18,15314.0,Colombia
536517,28930,AZÚCAR,1,2023-01-05 10:29:00,4.9,15761.0,Colombia
536517,65719,PAN TAJADO,2,2023-01-05 10:29:00,3.39,13696.0,Colombia
536518,31048,ACEITE DE GIRASOL,1,2023-01-05 23:19:00,3.02,12248.0,Colombia
536518,29772,FRIJOL CARGAMANTO,1,2023-01-05 23:19:00,3.43,16971.0,Colombia
536518,87914,ARROZ,4,2023-01-05 23:19:00,1.65,13990.0,Colombia
536519,31048,ACEITE DE GIRASOL,5,2023-01-06 13:55:00,3.02,14113.0,Colombia
536519,29772,FRIJOL CARGAMANTO,1,2023-01-06 13:55:00,3.43,13676.0,Colombia
536519,65719,PAN TAJADO,2,2023-01-06 13:55:00,3.39,16526.0,Colombia
536519,87914,ARROZ,5,2023-01-06 13:55:00,1.65,17309.0,Colombia
536520,94537,HARINA DE MAÍZ,3,2023-01-04 22:52:00,2.76,15384.0,Colombia
536520,87297,QUESO MUZZARELLA,1,2023-01-04 22:52:00,4.69,14821.0,Colombia
536521,26907,CAFÉ,3,2023-01-07 02:47:00,2.36,12486.0,Colombia
536521,95931,LECHE,5,2023-01-07 02:47:00,2.18,15065.0,Colombia
536521,28930,AZÚCAR,5,2023-01-07 02:47:00,4.9,14086.0,Colombia
536522,31048,ACEITE DE GIRASOL,1,2023-01-08 01:57:00,3.02,13197.0,Colombia
536522,29772,FRIJOL CARGAMANTO,3,2023-01-08 01:57:00,3.43,15329.0,Colombia
536522,87914,ARROZ,2,2023-01-08 01:57:00,1.65,16702.0,Colombia
536523,94537,HARINA DE MAÍZ,3,2023-01-02 05:21:00,2.76,15502.0,Colombia
536523,87297,QUESO MUZZARELLA,5,2023-01-02 05:21:00,4.69,17998.0,Colombia
536524,31048,ACEITE DE GIRASOL,5,2023-01-02 21:45:00,3.02,16748.0,Colombia
536524,29772,FRIJOL CARGAMANTO,2,2023-01-02 21:45:00,3.43,13984.0,Colombia
536524,87914,ARROZ,3,2023-01-02 21:45:00,1.65,15645.0,Colombia
536525,31048,ACEITE DE GIRASOL,4,2023-01-06 11:49:00,3.02,14911.0,Colombia
536525,29772,FRIJOL CARGAMANTO,1,2023-01-06 11:49:00,3.43,15547.0,Colombia
536525,87914,ARROZ,1,2023-01-06 11:49:00,1.65,16943.0,Colombia
536526,26907,CAFÉ,5,2023-01-01 08:55:00,2.36,14983.0,Colombia
536526,31048,ACEITE DE GIRASOL,3,2023-01-01 08:55:00,3.02,15479.0,Colombia
536527,95931,LECHE,5,2023-01-01 23:55:00,2.18,16034.0,Colombia
536527,28930,AZÚCAR,4,2023-01-01 23:55:00,4.9,13908.0,Colombia
536527,65719,PAN TAJADO,1,2023-01-01 23:55:00,3.39,12197.0,Colombia
536527,26907,CAFÉ,5,2023-01-01 23:55:00,2.36,17833.0,Colombia
536527,49806,HUEVOS,5,2023-01-01 23:55:00,4.6,17449.0,Colombia
536528,31048,ACEITE DE GIRASOL,4,2023-01-06 00:22:00,3.02,16465.0,Colombia
536528,29772,FRIJOL CARGAMANTO,4,2023-01-06 00:22:00,3.43,15697.0,Colombia
536528,87914,ARROZ,5,2023-01-06 00:22:00,1.65,13326.0,Colombia
536529,31048,ACEITE DE GIRASOL,4,2023-01-04 15:04:00,3.02,17273.0,Colombia
536529,94537,HARINA DE MAÍZ,5,2023-01-04 15:04:00,2.76,12514.0,Colombia
536529,87297,QUESO MUZZARELLA,3,2023-01-04 15:04:00,4.69,12290.0,Colombia
536530,95931,LECHE,1,2023-01-02 20:37:00,2.18,12180.0,Colombia
536530,94537,HARINA DE MAÍZ,1,2023-01-02 20:37:00,2.76,14241.0,Colombia
536530,28930,AZÚCAR,2,2023-01-02 20:37:00,4.9,16660.0,Colombia
536531,26907,CAFÉ,2,2023-01-06 04:57:00,2.36,14762.0,Colombia
536531,95931,LECHE,1,2023-01-06 04:57:00,2.18,13523.0,Colombia
536531,28930,AZÚCAR,3,2023-01-06 04:57:00,4.9,16965.0,Colombia
536532,26907,CAFÉ,1,2023-01-07 16:15:00,2.36,14339.0,Colombia
536532,95931,LECHE,5,2023-01-07 16:15:00,2.18,17921.0,Colombia
536532,28930,AZÚCAR,1,2023-01-07 16:15:00,4.9,15088.0,Colombia
536533,26907,CAFÉ,3,2023-01-01 23:37:00,2.36,13932.0,Colombia
536533,95931,LECHE,3,2023-01-01 23:37:00,2.18,12871.0,Colombia
536533,28930,AZÚCAR,5,2023-01-01 23:37:00,4.9,16360.0,Colombia
536534,94537,HARINA DE MAÍZ,5,2023-01-04 17:26:00,2.76,16105.0,Colombia
536534,87297,QUESO MUZZARELLA,5,2023-01-04 17:26:00,4.69,14373.0,Colombia
536534,49806,HUEVOS,4,2023-01-04 17:26:00,4.6,16016.0,Colombia
536535,31048,ACEITE DE GIRASOL,2,2023-01-08 05:15:00,3.02,15575.0,Colombia
536535,94537,HARINA DE MAÍZ,3,2023-01-08 05:15:00,2.76,13477.0,Colombia
536535,87297,QUESO MUZZARELLA,3,2023-01-08 05:15:00,4.69,14738.0,Colombia
536536,31048,ACEITE DE GIRASOL,1,2023-01-04 06:43:00,3.02,16126.0,Colombia
536536,29772,FRIJOL CARGAMANTO,5,2023-01-04 06:43:00,3.43,15912.0,Colombia
536536,87914,ARROZ,2,2023-01-04 06:43:00,1.65,12006.0,Colombia
536537,94537,HARINA DE MAÍZ,5,2023-01-07 12:45:00,2.76,16593.0,Colombia
536537,87297,QUESO MUZZARELLA,2,2023-01-07 12:45:00,4.69,14396.0,Colombia
536538,94537,HARINA DE MAÍZ,4,2023-01-04 07:24:00,2.76,13512.0,Colombia
536538,87297,QUESO MUZZARELLA,2,2023-01-04 07:24:00,4.69,14329.0,Colombia
536539,31048,ACEITE DE GIRASOL,2,2023-01-07 05:02:00,3.02,17247.0,Colombia
536539,29772,FRIJOL CARGAMANTO,1,2023-01-07 05:02:00,3.43,15030.0,Colombia
536539,87914,ARROZ,4,2023-01-07 05:02:00,1.65,17310.0,Colombia
536540,94537,HARINA DE MAÍZ,2,2023-01-08 05:50:00,2.76,13100.0,Colombia
536540,87297,QUESO MUZZARELLA,4,2023-01-08 05:50:00,4.69,13080.0,Colombia
536541,94537,HARINA DE MAÍZ,3,2023-01-06 01:43:00,2.76,15891.0,Colombia
536541,29772,FRIJOL CARGAMANTO,3,2023-01-06 01:43:00,3.43,13217.0,Colombia
536541,87297,QUESO MUZZARELLA,3,2023-01-06 01:43:00,4.69,15156.0,Colombia
536542,26907,CAFÉ,2,2023-01-07 14:49:00,2.36,16085.0,Colombia
536542,95931,LECHE,2,2023-01-07 14:49:00,2.18,12478.0,Colombia
536542,28930,AZÚCAR,4,2023-01-07 14:49:00,4.9,17978.0,Colombia
536543,31048,ACEITE DE GIRASOL,2,2023-01-04 07:17:00,3.02,16135.0,Colombia
536543,29772,FRIJOL CARGAMANTO,2,2023-01-04 07:17:00,3.43,13523.0,Colombia
536543,87914,ARROZ,3,2023-01-04 07:17:00,1.65,16828.0,Colombia
536544,95931,LECHE,3,2023-01-06 04:42:00,2.18,12201.0,Colombia
536544,31048,ACEITE DE GIRASOL,5,2023-01-06 04:42:00,3.02,15647.0,Colombia
536544,26907,CAFÉ,3,2023-01-06 04:42:00,2.36,13270.0,Colombia
536544,29772,FRIJOL CARGAMANTO,5,2023-01-06 04:42:00,3.43,15944.0,Colombia
536545,95931,LECHE,2,2023-01-02 11:43:00,2.18,14837.0,Colombia
536545,87914,ARROZ,3,2023-01-02 11:43:00,1.65,14961.0,Colombia
536545,28930,AZÚCAR,2,2023-01-02 11:43:00,4.9,14035.0,Colombia
536545,65719,PAN TAJADO,5,2023-01-02 11:43:00,3.39,17182.0,Colombia
536545,26907,CAFÉ,3,2023-01-02 11:43:00,2.36,16501.0,Colombia
536546,94537,HARINA DE MAÍZ,1,2023-01-05 09:36:00,2.76,16725.0,Colombia
536546,87297,QUESO MUZZARELLA,5,2023-01-05 09:36:00,4.69,12178.0,Colombia
536547,94537,HARINA DE MAÍZ,3,2023-01-01 08:51:00,2.76,12504.0,Colombia
536547,28930,AZÚCAR,1,2023-01-01 08:51:00,4.9,17769.0,Colombia
536547,65719,PAN TAJADO,4,2023-01-01 08:51:00,3.39,15905.0,Colombia
536547,87914,ARROZ,4,2023-01-01 08:51:00,1.65,13120.0,Colombia
536548,26907,CAFÉ,2,2023-01-07 08:07:00,2.36,16800.0,Colombia
536548,94537,HARINA DE MAÍZ,1,2023-01-07 08:07:00,2.76,13829.0,Colombia
536548,87297,QUESO MUZZARELLA,2,2023-01-07 08:07:00,4.69,13775.0,Colombia
536549,26907,CAFÉ,1,2023-01-05 04:06:00,2.36,17743.0,Colombia
536549,95931,LECHE,2,2023-01-05 04:06:00,2.18,16111.0,Colombia
536549,28930,AZÚCAR,3,2023-01-05 04:06:00,4.9,16370.0,Colombia
536549,87297,QUESO MUZZARELLA,3,2023-01-05 04:06:00,4.69,12623.0,Colombia
536550,94537,HARINA DE MAÍZ,4,2023-01-03 21:38:00,2.76,16399.0,Colombia
536550,28930,AZÚCAR,2,2023-01-03 21:38:00,4.9,17661.0,Colombia
536550,87297,QUESO MUZZARELLA,1,2023-01-03 21:38:00,4.69,17950.0,Colombia
536551,95931,LECHE,3,2023-01-02 01:22:00,2.18,14523.0,Colombia
536551,49806,HUEVOS,3,2023-01-02 01:22:00,4.6,15512.0,Colombia
536552,26907,CAFÉ,4,2023-01-06 04:33:00,2.36,14605.0,Colombia
536552,95931,LECHE,3,2023-01-06 04:33:00,2.18,13165.0,Colombia
536552,94537,HARINA DE MAÍZ,1,2023-01-06 04:33:00,2.76,16690.0,Colombia
536552,87297,QUESO MUZZARELLA,4,2023-01-06 04:33:00,4.69,13106.0,Colombia
536553,31048,ACEITE DE GIRASOL,3,2023-01-07 03:01:00,3.02,13759.0,Colombia
536553,29772,FRIJOL CARGAMANTO,1,2023-01-07 03:01:00,3.43,16227.0,Colombia
536553,87914,ARROZ,5,2023-01-07 03:01:00,1.65,12991.0,Colombia
536554,26907,CAFÉ,3,2023-01-03 10:35:00,2.36,13194.0,Colombia
536554,95931,LECHE,4,2023-01-03 10:35:00,2.18,15385.0,Colombia
536554,28930,AZÚCAR,3,2023-01-03 10:35:00,4.9,14940.0,Colombia
536554,29772,FRIJOL CARGAMANTO,1,2023-01-03 10:35:00,3.43,17011.0,Colombia
536555,26907,CAFÉ,5,2023-01-04 12:37:00,2.36,15411.0,Colombia
536555,31048,ACEITE DE GIRASOL,4,2023-01-04 12:37:00,3.02,12397.0,Colombia
536555,29772,FRIJOL CARGAMANTO,3,2023-01-04 12:37:00,3.43,13076.0,Colombia
536555,87914,ARROZ,2,2023-01-04 12:37:00,1.65,16822.0,Colombia
536556,26907,CAFÉ,2,2023-01-04 03:35:00,2.36,14642.0,Colombia
536556,95931,LECHE,4,2023-01-04 03:35:00,2.18,13728.0,Colombia
536556,28930,AZÚCAR,1,2023-01-04 03:35:00,4.9,16366.0,Colombia
536557,95931,LECHE,3,2023-01-01 19:26:00,2.18,14035.0,Colombia
536557,29772,FRIJOL CARGAMANTO,4,2023-01-01 19:26:00,3.43,13997.0,Colombia
536557,28930,AZÚCAR,4,2023-01-01 19:26:00,4.9,13826.0,Colombia
536557,65719,PAN TAJADO,1,2023-01-01 19:26:00,3.39,12430.0,Colombia
536557,26907,CAFÉ,5,2023-01-01 19:26:00,2.36,13866.0,Colombia
536558,31048,ACEITE DE GIRASOL,1,2023-01-04 16:04:00,3.02,16921.0,Colombia
536558,29772,FRIJOL CARGAMANTO,5,2023-01-04 16:04:00,3.43,16759.0,Colombia
536558,87914,ARROZ,5,2023-01-04 16:04:00,1.65,17701.0,Colombia
536559,31048,ACEITE DE GIRASOL,3,2023-01-07 12:47:00,3.02,12103.0,Colombia
536559,29772,FRIJOL CARGAMANTO,4,2023-01-07 12:47:00,3.43,16394.0,Colombia
536559,87914,ARROZ,4,2023-01-07 12:47:00,1.65,15751.0,Colombia
536560,26907,CAFÉ,3,2023-01-01 13:05:00,2.36,17076.0,Colombia
536560,95931,LECHE,3,2023-01-01 13:05:00,2.18,16261.0,Colombia
536560,28930,AZÚCAR,1,2023-01-01 13:05:00,4.9,17671.0,Colombia
536561,31048,ACEITE DE GIRASOL,4,2023-01-05 23:36:00,3.02,14790.0,Colombia
536561,29772,FRIJOL CARGAMANTO,5,2023-01-05 23:36:00,3.43,16517.0,Colombia
536561,87914,ARROZ,1,2023-01-05 23:36:00,1.65,16775.0,Colombia
536562,31048,ACEITE DE GIRASOL,5,2023-01-05 19:11:00,3.02,12882.0,Colombia
536562,29772,FRIJOL CARGAMANTO,4,2023-01-05 19:11:00,3.43,13189.0,Colombia
536562,87914,ARROZ,5,2023-01-05 19:11:00,1.65,14953.0,Colombia
536563,95931,LECHE,3,2023-01-05 02:07:00,2.18,14177.0,Colombia
536563,94537,HARINA DE MAÍZ,3,2023-01-05 02:07:00,2.76,17532.0,Colombia
536563,26907,CAFÉ,4,2023-01-05 02:07:00,2.36,14839.0,Colombia
536563,87297,QUESO MUZZARELLA,3,2023-01-05 02:07:00,4.69,13425.0,Colombia
536564,26907,CAFÉ,4,2023-01-03 20:03:00,2.36,13680.0,Colombia
536564,95931,LECHE,5,2023-01-03 20:03:00,2.18,17237.0,Colombia
536564,28930,AZÚCAR,4,2023-01-03 20:03:00,4.9,15592.0,Colombia
536564,49806,HUEVOS,4,2023-01-03 20:03:00,4.6,15110.0,Colombia
536565,26907,CAFÉ,1,2023-01-04 19:44:00,2.36,12118.0,Colombia
536565,95931,LECHE,5,2023-01-04 19:44:00,2.18,13668.0,Colombia
536565,28930,AZÚCAR,3,2023-01-04 19:44:00,4.9,15265.0,Colombia
536565,87297,QUESO MUZZARELLA,1,2023-01-04 19:44:00,4.69,17859.0,Colombia
536566,94537,HARINA DE MAÍZ,5,2023-01-06 03:30:00,2.76,17554.0,Colombia
536566,87297,QUESO MUZZARELLA,1,2023-01-06 03:30:00,4.69,17791.0,Colombia
536567,26907,CAFÉ,3,2023-01-06 20:30:00,2.36,16857.0,Colombia
536567,95931,LECHE,3,2023-01-06 20:30:00,2.18,15875.0,Colombia
536567,28930,AZÚCAR,2,2023-01-06 20:30:00,4.9,14449.0,Colombia
536567,94537,HARINA DE MAÍZ,3,2023-01-06 20:30:00,2.76,12040.0,Colombia
536568,95931,LECHE,4,2023-01-05 13:46:00,2.18,16296.0,Colombia
536568,94537,HARINA DE MAÍZ,4,2023-01-05 13:46:00,2.76,12489.0,Colombia
536569,26907,CAFÉ,1,2023-01-06 20:16:00,2.36,16726.0,Colombia
536569,95931,LECHE,5,2023-01-06 20:16:00,2.18,15267.0,Colombia
536569,28930,AZÚCAR,1,2023-01-06 20:16:00,4.9,17951.0,Colombia
536569,49806,HUEVOS,2,2023-01-06 20:16:00,4.6,12955.0,Colombia
536570,31048,ACEITE DE GIRASOL,4,2023-01-03 16:29:00,3.02,13654.0,Colombia
536570,49806,HUEVOS,2,2023-01-03 16:29:00,4.6,16717.0,Colombia
536571,94537,HARINA DE MAÍZ,5,2023-01-06 13:54:00,2.76,16624.0,Colombia
536571,87297,QUESO MUZZARELLA,1,2023-01-06 13:54:00,4.69,15220.0,Colombia
536572,28930,AZÚCAR,2,2023-01-03 18:41:00,4.9,15071.0,Colombia
536572,29772,FRIJOL CARGAMANTO,5,2023-01-03 18:41:00,3.43,12580.0,Colombia
536573,26907,CAFÉ,2,2023-01-02 14:16:00,2.36,15357.0,Colombia
536573,95931,LECHE,5,2023-01-02 14:16:00,2.18,16263.0,Colombia
536573,28930,AZÚCAR,2,2023-01-02 14:16:00,4.9,15821.0,Colombia
536574,95931,LECHE,5,2023-01-03 17:09:00,2.18,13737.0,Colombia
536574,94537,HARINA DE MAÍZ,2,2023-01-03 17:09:00,2.76,15912.0,Colombia
536574,28930,AZÚCAR,4,2023-01-03 17:09:00,4.9,15515.0,Colombia
536574,87297,QUESO MUZZARELLA,5,2023-01-03 17:09:00,4.69,14495.0,Colombia
536575,26907,CAFÉ,3,2023-01-02 22:59:00,2.36,13390.0,Colombia
536575,28930,AZÚCAR,5,2023-01-02 22:59:00,4.9,15963.0,Colombia
536575,87914,ARROZ,3,2023-01-02 22:59:00,1.65,17709.0,Colombia
536576,26907,CAFÉ,1,2023-01-02 20:17:00,2.36,17820.0,Colombia
536576,95931,LECHE,2,2023-01-02 20:17:00,2.18,15309.0,Colombia
536576,28930,AZÚCAR,4,2023-01-02 20:17:00,4.9,15713.0,Colombia
536577,94537,HARINA DE MAÍZ,1,2023-01-03 12:53:00,2.76,14923.0,Colombia
536577,29772,FRIJOL CARGAMANTO,3,2023-01-03 12:53:00,3.43,16441.0,Colombia
536577,87297,QUESO MUZZARELLA,3,2023-01-03 12:53:00,4.69,14440.0,Colombia
536578,94537,HARINA DE MAÍZ,3,2023-01-02 14:13:00,2.76,13828.0,Colombia
536578,87297,QUESO MUZZARELLA,4,2023-01-02 14:13:00,4.69,16846.0,Colombia
536579,31048,ACEITE DE GIRASOL,1,2023-01-05 22:11:00,3.02,16823.0,Colombia
536579,29772,FRIJOL CARGAMANTO,4,2023-01-05 22:11:00,3.43,15952.0,Colombia
536579,65719,PAN TAJADO,5,2023-01-05 22:11:00,3.39,13046.0,Colombia
536579,87914,ARROZ,2,2023-01-05 22:11:00,1.65,15161.0,Colombia
536580,31048,ACEITE DE GIRASOL,3,2023-01-05 20:28:00,3.02,16191.0,Colombia
536580,94537,HARINA DE MAÍZ,5,2023-01-05 20:28:00,2.76,16383.0,Colombia
536580,87297,QUESO MUZZARELLA,5,2023-01-05 20:28:00,4.69,12679.0,Colombia
536581,94537,HARINA DE MAÍZ,2,2023-01-06 03:17:00,2.76,13131.0,Colombia
536581,87297,QUESO MUZZARELLA,2,2023-01-06 03:17:00,4.69,16522.0,Colombia
536582,26907,CAFÉ,4,2023-01-05 13:09:00,2.36,15927.0,Colombia
536582,94537,HARINA DE MAÍZ,1,2023-01-05 13:09:00,2.76,16884.0,Colombia
536582,29772,FRIJOL CARGAMANTO,3,2023-01-05 13:09:00,3.43,17322.0,Colombia
536582,87297,QUESO MUZZARELLA,2,2023-01-05 13:09:00,4.69,15502.0,Colombia
536583,26907,CAFÉ,2,2023-01-07 23:05:00,2.36,12589.0,Colombia
536583,95931,LECHE,4,2023-01-07 23:05:00,2.18,17612.0,Colombia
536583,28930,AZÚCAR,5,2023-01-07 23:05:00,4.9,14768.0,Colombia
536583,65719,PAN TAJADO,4,2023-01-07 23:05:00,3.39,13200.0,Colombia
536584,31048,ACEITE DE GIRASOL,4,2023-01-01 20:08:00,3.02,13650.0,Colombia
536584,29772,FRIJOL CARGAMANTO,4,2023-01-01 20:08:00,3.43,13996.0,Colombia
536584,87914,ARROZ,1,2023-01-01 20:08:00,1.65,14468.0,Colombia
536585,94537,HARINA DE MAÍZ,5,2023-01-03 20:54:00,2.76,14687.0,Colombia
536585,87297,QUESO MUZZARELLA,3,2023-01-03 20:54:00,4.69,14682.0,Colombia
536586,26907,CAFÉ,1,2023-01-01 21:09:00,2.36,14712.0,Colombia
536586,95931,LECHE,3,2023-01-01 21:09:00,2.18,13917.0,Colombia
536586,28930,AZÚCAR,4,2023-01-01 21:09:00,4.9,12651.0,Colombia
536586,65719,PAN TAJADO,3,2023-01-01 21:09:00,3.39,13927.0,Colombia
536587,94537,HARINA DE MAÍZ,2,2023-01-04 08:40:00,2.76,13157.0,Colombia
536587,87297,QUESO MUZZARELLA,1,2023-01-04 08:40:00,4.69,12739.0,Colombia
536588,26907,CAFÉ,4,2023-01-07 08:35:00,2.36,12412.0,Colombia
536588,95931,LECHE,5,2023-01-07 08:35:00,2.18,16974.0,Colombia
536588,28930,AZÚCAR,3,2023-01-07 08:35:00,4.9,13175.0,Colombia
536588,49806,HUEVOS,1,2023-01-07 08:35:00,4.6,15241.0,Colombia
536589,26907,CAFÉ,4,2023-01-03 16:22:00,2.36,15272.0,Colombia
536589,95931,LECHE,1,2023-01-03 16:22:00,2.18,17792.0,Colombia
536589,28930,AZÚCAR,3,2023-01-03 16:22:00,4.9,15843.0,Colombia
